sha,date,tier,area,files,status,note,subject
8978126639,2026-05-22,D,cfg+lua+sql,18,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,Strange Happenings event
e136de4081,2026-05-22,D,lua,1,,,[lua] Block teleports while in events
174f4346c0,2026-05-23,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Correct Magic Mortar Formula
1cf81d68dd,2026-05-23,D,lua,1,,,[lua] Adjust fSTR/fSTR2 functions to match sheet
4779c07f1e,2026-05-23,D,lua+sql,5,,,Apollyon/Temenos mobs
7c4e99e60f,2026-05-23,D,lua+sql,227,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,"[lua, sql] Besieged mobs / Al Zahbi NPCs (#10095)"
a67bdc9a10,2026-05-23,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix content_tag for Gobbie Mystery Box and Trust Quest NPCs
a75b4b2f0c,2026-05-23,D,lua,1,,,Require Sandy 1-2 completion
d0ab3b950c,2026-05-23,D,lua,3,,,[lua] Update rank 2-3 battlefield to 15 minutes
d4a3d24902,2026-05-23,D,lua,5,,,[lua] Windurst rank 1 and 2 enmity drop and Battlefield event skip
d507f3132c,2026-05-23,D,sql,1,,,Sprinkler RDM/WAR
efce5e6eae,2026-05-23,D,sql,1,,,Sets Lamp Marimo basesell to 31
f233e5224b,2026-05-23,C,lua+sql,4,conflict,does not apply cleanly onto 9e6f10c2fb,Jaded Jody Audit + KB Fix
f5ea5a3774,2026-05-23,D,cfg+cpp+lua+sql,35,,,Passive trust movement/animation gambits/auras
026a7df197,2026-05-24,D,sql,3,,,Everbloom Hollow mobs
0b7a10129d,2026-05-24,D,cpp,18,,,/nominate support
11e1807eaa,2026-05-24,D,lua,6,,,No H2H Penalty for Low Level Monks
36bf6b9fea,2026-05-24,D,lua+mod,8,,,Update Automaton Eraser / Add Era Module + Strobe
48c7a96e6f,2026-05-24,D,lua,5,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,"[quests] Added Abyssea quests 2, 3, and 9 (#10091)"
52e5ad69f7,2026-05-24,D,lua+sql,5,content-queued,see content_queue.csv; new_text_keys=5; applies_clean=no,[npc][lua] Halvung Gates Key Item check
676abe2bea,2026-05-24,D,sql,3,,,★Crystal Paradise★ mobs
9e6a5f3f48,2026-05-24,D,sql,1,,,[sql] Add content_tag to NPCs [Windurst]
b9c9ebdfd2,2026-05-24,D,sql,3,,,[sql] The Wyrm God ★ / Peach Power mobs (#10113)
ce2b17ce39,2026-05-24,D,lua+mod,4,,,[lua] Update Automaton Ice Maker
f8a8e3a814,2026-05-24,D,sql,3,,,ToAU Kings BCNM mobs
f8b22d23b6,2026-05-24,D,lua+sql,8,content-queued,see content_queue.csv; new_text_keys=11; applies_clean=no,Aydeewa NM Audits
06cee087c6,2026-05-25,B,cpp+lua,10,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Fix direct usages of CItem templates
18e62f7088,2026-05-25,B,cpp+lua,2227,skip-large,"2227 files, structural",[core] [lua] remove unused ITEMCHECK/param from onItemCheck
2723e99c7c,2026-05-25,D,lua+mod,4,,,[lua] Implement Automaton Analyzer / Era Module
3c85665f47,2026-05-25,D,lua,1,,,[lua] Set Altepa Gate & pillars/switches always relevant
4cab75bb72,2026-05-25,D,lua,1,,,[lua] Fail to steal/despoil rare items you already have
560195b530,2026-05-25,D,lua,2,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,[lua] Set Bastok Drawbridge NPCs always relevant
569e936e6e,2026-05-25,D,cpp+lua,8,,,Track and enforce job/guild level requirements on shop items
5863918e51,2026-05-25,D,sql,3,,,[sql] ★Oathsworn Blade★ mobs / Quicksand caves missing mobs (#10118)
614eca65ca,2026-05-25,D,lua,11,,,"[lua] set Pso'Xja elevators and ""elevator doors"" always relevant"
721cfccb7a,2026-05-25,B,cpp+lua,5,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,"[core] Support ""Always Relevant"" npcs, such as doors/drawbridge etc"
76e5df6bdf,2026-05-25,D,cpp+sql,6,,,Support alternative entity lists for instances
817c5d71b2,2026-05-25,D,other,3,,,[cmake] Add zstd to unix build deps
89a64fabb3,2026-05-25,D,lua,3,,,[lua] Implement Automaton Resister
8cf350c90c,2026-05-25,D,lua,3,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,"Add Parike-Poranke, Brown Mage Practitioner"
a1d8bb0ec1,2026-05-25,B,cpp,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] attack/attackround/pdif cleanup/audit
a6a97b6f2a,2026-05-25,D,lua,1,,,[lua] Disable parry if neither main nor subjob has parry rank
bd701aa680,2026-05-25,B,cpp+lua,6,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] [lua] Stolen items only reset on kill (or BC/QM pops)
ca1ebd2017,2026-05-25,B,cpp,4,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,"[core] Remove broken ""CheckEquipLogic"""
d209b953f0,2026-05-25,D,cpp+lua+tools,20,,,"[lua, cpp] Assault Framework Rework"
d493517793,2026-05-25,D,lua,5,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,[lua] Curtana/Brigandish Blade/Bartholomew Knife retail improvements (#10120)
e91581a4c2,2026-05-25,D,lua,1,,,[lua] Set La Theine Rainbow always relevant
f47bceac5b,2026-05-25,D,lua,1,,,Adds skip FSTR to 1000 Needles
fb7d21ab3a,2026-05-25,D,lua,3,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Rararoon shop
0052aebbf5,2026-05-26,D,sql,1,,,[sql] Sabertooth Tigher - Black Tiger Fang: Common -> Very Common
0b8592a64d,2026-05-26,D,lua+sql,4,,,Sandy 6-1 NM Audit
15eb1e0d47,2026-05-26,D,lua+sql,10,,,Giant Orobon Audits
2d57ef5e0a,2026-05-26,D,lua,3,,,[lua] Add Automaton Amplifier
50f8b7a6cf,2026-05-26,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Telepoint in Tahrongi
6a7ae2cd37,2026-05-26,D,sql,3,,,Awoken mobs
790cd07c8a,2026-05-26,D,lua,3,,,Tweak flaky crafting tests
79168a75da,2026-05-26,B,cpp+lua,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] add setCrystalElement binding
8c7d692d10,2026-05-26,D,lua,2,,,[lua] set Gustaberg Rock Lizards to drop earth crystals
929d9dc4d4,2026-05-26,D,lua,1,,,[lua] Add Massacre Elegy to Enfeebling_Song.lua
b0344d518b,2026-05-26,D,lua,1,,,[lua] Check & target wyvern on Gargoyle Boots usage
d177715048,2026-05-26,D,lua,1,,,Energetic Eruca Audits pt. 2
d8de709acc,2026-05-26,D,lua,1,blocked-client,"shifts zone text IDs, our client is pinned",[lua] Revert Message IDs in Abyssea-La_Theine
df0966a294,2026-05-26,D,lua,3,,,ToAU Maat damage enrage mechanics
e326fde779,2026-05-26,B,cpp+lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,"[core] [C++] [lua] Add MP Cost Reduction Mod, Implement Power Cooler"
ed08ef0aa0,2026-05-26,B,cpp+lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,"[core] [lua] Cleanup C++ Shield Mastery impl, add it to mobskills"
feda732a01,2026-05-26,D,lua+sql,5,,,Energetic Eruca Audits
2cc1d8b274,2026-05-27,B,cpp+lua,7,conflict,does not apply cleanly onto 9e6f10c2fb,[core] [lua] Improve Attuner backend
5b3ef82780,2026-05-27,D,sql,1,,,[sql] Add content_tag to NPCs [San d'Oria][Sandy]
62135df6ae,2026-05-27,D,cpp+tools,26,,,Format Tracy scoped blocks (#10143)
706c2fe199,2026-05-27,D,lua+sql,6,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] [sql] Implement Voirloup
9603007a1b,2026-05-27,D,lua,1,,,[lua] Update Swashstox Beadblinker PH to match spawn slot sheet
a370e4282b,2026-05-27,D,lua,1,,,Disable Tame when Trusts in party
ad46243025,2026-05-27,D,sql,1,,,Merge pull request #10163 from sruon/layered_npcs_backfill
ee43e7cb70,2026-05-27,D,cpp+sql+tools,3,,,Optimize auction_house indexes
fa53001594,2026-05-27,D,cpp,3,,,[cmake] Do not use fast math
100e5fbc71,2026-05-28,C,tools,1,candidate,"applies cleanly, not yet built or reviewed",[ci] add GetTableOfIDs to lua.sh sanity checks
3f0bcf75da,2026-05-28,D,lua+sql,5,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=yes,Add Bugard in the Clouds battlefield and Hotupuku implementation
7cc28d6838,2026-05-28,D,cpp,3,,,Core: Speed up module loading
864a0f7990,2026-05-28,D,lua+sql,8,,,Implement Barrier Module I+II / Cleanup Inhibitor + Speedloader.
95d518da3e,2026-05-28,D,cpp,2,,,Core: Add startup time reporting
99eefb822a,2026-05-28,D,other,2,,,[docker] Add libzstd-dev/zstd-dev to dockerfile
9d5c0ce05e,2026-05-28,D,cpp+lua,5,,,Core: Disable hot-reloading of spec files (#10172)
bace28a0ce,2026-05-28,D,sql,1,,,[sql] Set a pso'xja door default animation to closed
d46cadf085,2026-05-28,D,sql,4,,,The Voracious Resurgence mobs
df2d04b764,2026-05-28,D,sql,2,,,Poison Fungaur aggro/link behaviour
e8c5fb8b9d,2026-05-28,D,other,2,,,[ci] Add libzstd-dev to ubuntu deps
0cad5801cb,2026-05-29,D,cpp,2,,,Add SubIcon parameter to status effect function calls
2ec3c90be5,2026-05-29,D,sql,1,,,Attohwa Chasm Gallinipper non-aggro
307740e088,2026-05-29,D,sql,2,,,Promyvion Holla Weeper non-linking
4226d19b89,2026-05-29,D,cpp,2,,,Do not treat all SubKind 4 NPCs as always relevant
7bcd7f1616,2026-05-29,D,sql,3,,,Manaclipper aggro
91d35040d9,2026-05-29,D,sql,1,,,Attohwa Chasm Hunter Antlion non-aggro
91f81a8a34,2026-05-29,D,lua,1,,,[lua] Added Kannagi and Almace Magian Trial Data
a1c34214d8,2026-05-29,D,sql,1,,,Newton Movalpolos bats non-aggro
b64d0aa55c,2026-05-29,D,sql,1,,,Purgonorgo Toucan Link
c5c7a59f53,2026-05-29,D,sql,1,,,Psoxja Camazoztz non-linking
df998a0b43,2026-05-29,D,cfg+cpp,11,,,Forbid login if zone player count exceeds cap
e86bd2efea,2026-05-29,D,cfg+cpp,12,,,Support JSON logging with structured context
01471c831e,2026-05-30,D,cpp,2,,,GP_CLI_COMMAND_CHARREQ2
2a0ebd9505,2026-05-30,D,sql,4,,,Add missing NPCs  [May 2026 Version Update]
8d8077d1e8,2026-05-30,B,cpp,3,conflict,does not apply cleanly onto 9e6f10c2fb,[core] roamflag worm = don't cast in melee range
ab3695d7f4,2026-05-30,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Worms don't get standback cooldown for spells
bee40e1510,2026-05-30,D,lua,1,,,[lua] Bugfix: Antlion buried too deep in Sheep in Antlions Clothing
c77333445a,2026-05-30,D,sql,1,,,[sql] Add content_tag to NPCs [Bastok]
38777fcedb,2026-05-31,D,sql,1,,,BT Incubus Bats remove aggro
78e5a154b3,2026-05-31,D,sql,1,,,[sql] content_tag NPCs [Mhaura][Selbina] + Others
7a59c07e0b,2026-05-31,D,sql,1,,,Carmine Eruca remove true detection
838cd558e0,2026-05-31,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",[SQL] Correct columns for Barblizzard
a4edfcb1af,2026-05-31,D,sql,1,,,Date Eruca remove linking
b3f083ede5,2026-05-31,D,sql,1,,,Skoffin remove linking
c3655b9df5,2026-05-31,D,sql,1,,,Remove Fomor BT Linking
db203e9846,2026-05-31,D,lua+sql,3,,,Caedarva Mire NM Audits
150f294c1f,2026-06-01,D,lua+sql,5,,,Implement Automaton Regulator
4ff39576e1,2026-06-01,D,cpp,2,,,Remove Reraise on Level
99a1cbf27b,2026-06-01,D,lua,5,,,Implement Automaton Damage Gauge II + Audit Values
b2d9e4cd59,2026-06-01,D,lua,37,,,[lua] Audit Missions and Event Skipped Teleporters - Two
ff7600bcda,2026-06-01,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Arrapago Reef / Caedarva Mire link/aggro fixes
0323bd0439,2026-06-02,D,lua,9,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] Fixup Carnero/Aquarius/LL spawn to match retail spawn slots
0cba2bceb8,2026-06-02,D,lua,3,,,[lua] Improve Morion Worm retail accuracy
75c0ee7a4a,2026-06-02,D,sql,1,,,[sql] ROTZ Content Tags 1-50
7a6eacd891,2026-06-02,D,cpp,1,,,Audit Automaton Recast Times
c51766f90e,2026-06-02,D,lua+sql,6,,,Zizzy Zillah Audits
e765243dff,2026-06-02,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] Fix Aquarius PH spawn slot
ef0136b8a4,2026-06-02,D,cfg+cpp+sql,6,,,[lua] [sql] [cpp] Add ROTZ Content Tag (#10213)
49da7035f5,2026-06-03,D,lua,2,,,Audit Automaton Smoke Screen
1dacacd799,2026-06-04,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix Onward to Adoulin waypoint warping to Ceizak
c4c1c96fd7,2026-06-04,D,sql,1,,,Halvung True Sight
f3fee5f8f5,2026-06-04,C,mod,1,candidate,"applies cleanly, not yet built or reviewed",[module] Fix 2007 EXP table error
1cfd40a6ea,2026-06-05,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",[lua]  Fix WoTG Nation quest req for Cait Sith mission
2fdcc12bfa,2026-06-05,D,lua,5,,,Audit Shock Absorber I / II / III
4ad53b9792,2026-06-05,D,lua,4,,,Refactor Heat Capacitor I + II
4b9d4ed909,2026-06-05,D,lua,1,,,Refactor Heat Seeker
6f40ea8625,2026-06-05,D,cpp+lua+sql+tools,46,skip-large,"46 files, structural",YAML data: codegen pipeline + status_effects migration
7abd925621,2026-06-05,D,lua,12,,,[lua] Convert The Tigress Stirs + Tigress Strikes to IF
ad09e8f09a,2026-06-05,D,cpp+lua,8,,,Update Mana Channeler and Mana Booster
bbff95dc0d,2026-06-05,D,lua,2,,,Refactor Automaton Attachment Disruptor
d204326d72,2026-06-05,D,lua+sql,31,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Stage 2 Maat Migration to Individualized Lua
dba3129f9d,2026-06-05,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix Western Adoulin Auction House/Rent-a-Room waypoints
1ab58dfa6b,2026-06-06,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to Maze of Shakhrami"
32c9c92a42,2026-06-06,D,lua+sql,5,,,"[sql, lua] Add spawn slot and levels to West Ronnfaure"
400e0d47b3,2026-06-06,D,lua+sql,2,,,[lua] [sql] Improve retail accuracy of bloody bolt
438449cfac,2026-06-06,D,lua,10,,,[lua] Convert Dances with Luopans to IF
526a8b26dc,2026-06-06,D,lua+sql,8,,,"[sql, lua] Add spawn slot and levels to Outer Horutoto Ruins"
59216238b0,2026-06-06,D,lua+sql,4,,,"[sql, lua] Add spawn slot and levels t The Shrine of RuAvitau"
695a17582c,2026-06-06,D,lua+sql,4,,,"[sql, lua] Add spawn slot and levels to Eldieme Necropolis"
6d79e604b8,2026-06-06,D,cpp,1,,,[login] Add some missing openssl free memory funcs
73eb151882,2026-06-06,D,lua,2,,,[lua] Refactor Flashbulb
99bd28da5d,2026-06-06,C,mod,2,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fixes addStatusEffect in a couple modules
9cf3935dc3,2026-06-06,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Support scripted ranged item add effect procs
9d65767f7c,2026-06-06,D,lua+sql,6,,,"[sql, lua] Add spawn slot and levels to Garlaige Citadel"
a3fe8409bf,2026-06-06,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to East Sarutabaruta"
a8c3991e39,2026-06-06,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to Tora Canal"
bc7a892970,2026-06-06,D,lua,2,,,[lua] Refactor Economizer
bcd485a760,2026-06-06,C,mod,3,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fixes module errors on startup
c9173463ea,2026-06-06,D,lua,1,,,Refactor Target Marker
e595cb080d,2026-06-06,D,lua,1,,,"[add effects] support ""over drain"" to drain beyond remaining hp/mp/tp"
ecb264f77a,2026-06-06,C,cpp+lua,6,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Automaton Evasion Calculations / Refactor Pattern Reader
f89fb99cae,2026-06-06,D,lua+sql,18,,,"[sql, lua] Add spawn slots and mob level info to Ule Range, Beadeaux, Xarc, Newton (#10239)"
ff2e9b67d7,2026-06-06,D,sql,2,,,Lufaise + Misareaux aggro/link audit
00570d3f3c,2026-06-07,D,mod,8,,,"[lua, sql][Module] BRD, DRG, and spell era module adjustments"
0243323dfb,2026-06-07,D,lua+sql,5,,,"[sql, lua] Add spawn slot and levels to Eastern Altepa"
0879e06782,2026-06-07,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix RuAun QMs
3ea7b1d0d5,2026-06-07,D,lua,2,,,Refactor Mana Converter
5c6a5b3548,2026-06-07,D,cpp+lua,12,,,Update Automaton Steam Jacket
63110868cd,2026-06-07,D,lua+sql,6,,,"[sql, lua] Add spawn slot and levels to Meriphataud Mountains"
66013b70f1,2026-06-07,D,lua+sql,9,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Arrapago Reef NM Audits
6e479b253b,2026-06-07,D,lua+sql,7,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,"[sql, lua] Add spawn slot and levels to Batallia Downs"
7492f3e56e,2026-06-07,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix FKNS QMs
9818c056ab,2026-06-07,D,lua,2,,,Refactor Reactive Shield
9a55c2621e,2026-06-07,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix Plague Chigoe spawn for The Prankster quest
ab8ad01bad,2026-06-07,D,lua,2,,,Wire PsoXja elevators to the right gates
d8109fc0fa,2026-06-07,D,sql,1,,,[sql] Abyssea ability content tags
f0a943c19c,2026-06-07,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to The Shrine of RuAvitau"
f4a4fe8c2c,2026-06-07,C,cfg+lua+sql,6,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua, sql] Nyzul Isle bug fix/adjustments"
fd1dd38e1b,2026-06-07,D,sql,1,,,Update items sale price
09872ddada,2026-06-08,D,cpp+lua,2,,,Move Automaton Mods From C++ to LUA / Add CD to Automaton Abilities
1dc982bc3e,2026-06-08,D,lua+sql,5,,,"[sql, lua] Add spawn slot and levels to Yhoator Jungle"
1e20cd2c13,2026-06-08,D,lua+sql,4,,,"[sql, lua] Add spawn slot and levels to Tahrongi Canyon"
2b8f2b1494,2026-06-08,D,sql,2,,,"[sql, lua] Add spawn slot and levels to Promyvion - Vahzl"
35ddb46fca,2026-06-08,D,sql,2,,,"[sql, lua] Add spawn slot and levels to Phomiuna Aqueducts"
669ecfa49d,2026-06-08,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix swapped door reference for a Pso'Xja elevator
82b365ac29,2026-06-08,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to Riverne Site A01"
a61a2a6541,2026-06-08,D,lua+sql,5,,,"[sql, lua] Add spawn slot and levels to Bibiki Bay"
bff422a1f8,2026-06-08,D,lua+sql,3,,,"[sql, lua] Add spawn slot and levels to Caedarva Mire"
ce928bf782,2026-06-08,D,cfg+cpp+sql,5,,,"[cpp,sql,lua] Raise influence cap and reset weekly"
eebb71208a,2026-06-08,D,lua,10,content-queued,see content_queue.csv; new_text_keys=5; applies_clean=no,[lua] Convert Snake on the Plains to IF
fd4fe6dee6,2026-06-08,D,lua+sql,4,,,"[sql, lua] Add spawn slot and levels to Mt Zhayolm"
4fcba280d0,2026-06-09,D,lua,3,,,[lua] Yonin/Innin audit
8f033ec963,2026-06-09,D,lua+sql,4,,,Big Bomb Audits
e9ab6ac0c7,2026-06-09,D,sql,2,,,[sql] Additional ability/spell content tags
067259609a,2026-06-10,D,lua,1,,,[lua] Add dINT formula to Dainslaif
1e8875c5f9,2026-06-10,D,lua,8,,,[lua] Update and add gate glyph teleport items
2e1ac6e323,2026-06-10,D,cpp+lua+sql,33,,,Lua-driven Guild Shops
2eaa99043f,2026-06-10,D,lua+sql,9,,,"[sql, lua] Add spawn slot and levels to Western Altepa Desert"
300b71791d,2026-06-10,D,lua,1,,,Add xi.job.NONE to isInnateCaster
3c23011f07,2026-06-10,D,lua+sql,15,,,"[sql, lua] Add spawn slot and levels to Quicksand Caves"
4c8ae9ea63,2026-06-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Correct model ID of AA EV Cosmetics
4f3bdf8861,2026-06-10,D,sql,1,,,Hide seasonal event NPCs
5319f2f7b6,2026-06-10,D,sql,1,,,30260604_0 Apollyon/Temenos NPCs
6e462bd022,2026-06-10,D,lua+sql,6,,,"[sql, lua] Add spawn slot and levels to Pashhow Marshlands"
764ce0fe57,2026-06-10,D,sql,2,,,"[sql, lua] Add spawn slot and levels to Sacrarium"
84df90adb9,2026-06-10,D,lua,1,,,[lua] Add military scrip purchase to Wrath of the Griffon
85fe7e31ba,2026-06-10,D,lua+sql,10,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Pirates Spawning Behavior
a46e335e79,2026-06-10,D,cpp,2,,,[C++] Add Subpower Hook to Base XP on True Level
a7d6bc9b2d,2026-06-10,D,sql,3,,,30260604_0 Apollyon/Temenos mobs
ad886c6ef8,2026-06-10,D,cpp,2,,,[C++] Add lua hooks to modify conquest influence
be3b9f4ac0,2026-06-10,D,lua+sql,5,,,"[sql, lua] Add spawn slot and levels to Attohwa Chasm"
c131efc69b,2026-06-10,D,sql,3,,,30260604_0 Version Update Items
d6366c03c7,2026-06-10,D,lua,294,blocked-client,"shifts zone text IDs, our client is pinned",30260604_0 Version Update strings
d767ed5251,2026-06-10,D,cfg,1,blocked-client,"CLIENT_VER bump, never take while pinned",Bump client version to 30260604_0
ef751e4442,2026-06-10,D,lua+sql,4,,,"[sql, lua] Add spawn slot and levels to Alzadaal Undersea Ruins"
037e9c27fc,2026-06-11,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix CoP 1-3 Promy Entry Blackscreen
0d8f881e4b,2026-06-11,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix Back to the Beginning Cutscene
1b2b0d6bc4,2026-06-11,C,lua,7,candidate,"applies cleanly, not yet built or reviewed",Fix Mijin Gakure printing 0 damage
54561bf321,2026-06-11,B,cpp+lua+sql,14,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Actually instansiate CFlowerPot
56e5fced68,2026-06-11,B,cpp+lua,4,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] add delStatusEffectsByType
6bf4fba0d4,2026-06-11,D,lua,1,,,"[lua] Increase ""tier 2"" shock spikes power to 19 for Geirskogul"
960c3482fc,2026-06-11,D,lua,1,,,Add isEngaged() to targeted spells in entity behaviors
9c77e91abf,2026-06-11,D,sql,1,,,[sql] Set Deluge Spikes type to 34 like the rest of the spikes
a08e8d843b,2026-06-11,B,cpp+lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,"[core] [lua] Geirskogul Shock Spikes edge case, some AM cleanup"
b3210c1a5d,2026-06-11,D,sql,1,,,[sql] Enable pets in Walk of Echoes/Provenance
